upedonid,peiid,pedon_key,site_key,siteiid,usiteid,pedlabsampnum,Yearlabel,year_source,samp_classdate,site_obsdate,TAXORDER,TAXSUBORDER,GREATGROUP,SUBGROUP,PARTICLESIZE,latitude,longitude,state_key,county_key
S1958HI009018,109882,5336,5336,109868,S1958HI009018,40A5590,1958,site_obsdate,6/1/1958 0:00,6/1/1958 0:00,,,,,,20.9474106,-156.5166931,3962,4817
S1958HI009019,109883,5337,5337,109869,S1958HI009019,40A5591,1958,site_obsdate,6/1/1958 0:00,6/1/1958 0:00,,,,,,20.9501896,-156.5214233,3962,4817
S1965HI001003,100978,5338,5338,100995,S1965HI001003,40A5592,1965,site_obsdate,4/6/1965 0:00,4/6/1965 0:00,,,,,,20.2416668,-155.8305511,3962,4813
S1965HI001004,100979,5339,5339,100996,S1965HI001004,40A5593,1965,site_obsdate,4/6/1965 0:00,4/6/1965 0:00,,,,,,20.2218838,-155.7764435,3962,4813
S1963HI009053,101080,5340,5340,101097,S1963HI009053,40A5594,1963,site_obsdate,5/14/1963 0:00,5/14/1963 0:00,,,,,,21.1518536,-157.036972,3962,4817
S1961HI003006,109855,5341,5341,109841,S1961HI003006,40A5595,1961,site_obsdate,6/1/1961 0:00,6/1/1961 0:00,,,,,,21.4215775,-157.999176,3962,4814
S1962HI009033,101064,5342,5342,101081,S1962HI009033,40A5596,1962,site_obsdate,9/1/1962 0:00,9/1/1962 0:00,,,,,,20.7640934,-156.9000244,3962,4817
S1962HI009034,101065,5343,5343,101082,S1962HI009034,40A5597,1962,site_obsdate,9/1/1962 0:00,9/1/1962 0:00,,,,,,20.7657604,-156.9094696,3962,4817
S1963HI007007,109873,5344,5344,109859,S1963HI007007,40A5598,1963,site_obsdate,6/1/1963 0:00,6/1/1963 0:00,,,,,,21.9638004,-159.6969299,3962,4816
S1963HI007008,109874,5345,5345,109860,S1963HI007008,40A5599,1963,site_obsdate,6/1/1963 0:00,6/1/1963 0:00,,,,,,21.9729671,-159.719986,3962,4816
S1962HI007006,101057,5346,5346,101074,S1962HI007006,40A5600,1962,site_obsdate,10/1/1962 0:00,10/1/1962 0:00,,,,,,22.2004509,-159.4702606,3962,4816
S1965HI009020,101085,5347,5347,101102,S1965HI009020,40A5601,1965,site_obsdate,4/14/1965 0:00,4/14/1965 0:00,,,,,,20.7888889,-156.4083405,3962,4817
S1965HI007001,109875,5348,5348,109861,S1965HI007001,40A5602,1965,site_obsdate,6/1/1965 0:00,6/1/1965 0:00,,,,,,21.9833336,-159.7219391,3962,4816
S1962HI007002,101053,5349,5349,101070,S1962HI007002,40A5603,1962,site_obsdate,11/1/1962 0:00,11/1/1962 0:00,,,,,,21.8935242,-159.5622101,3962,4816
S1962HI007003,101054,5350,5350,101071,S1962HI007003,40A5604,1962,site_obsdate,10/1/1962 0:00,10/1/1962 0:00,,,,,,21.9168568,-159.5522156,3962,4816
S1965HI009017,101082,5351,5351,101099,S1965HI009017,40A5605,1965,site_obsdate,4/12/1965 0:00,4/12/1965 0:00,,,,,,20.919445037841797,-156.3527832,3962,4817
S1965HI009018,101083,5352,5352,101100,S1965HI009018,40A5606,1965,site_obsdate,4/12/1965 0:00,4/12/1965 0:00,,,,,,20.8944435,-156.3638916,3962,4817
S1963HI009005,101072,5353,5353,101089,S1963HI009005,40A5607,1963,site_obsdate,5/15/1963 0:00,5/15/1963 0:00,,,,,,21.1232452,-157.1500244,3962,4817
S1963HI009006,101073,5354,5354,101090,S1963HI009006,40A5608,1963,site_obsdate,5/15/1963 0:00,5/15/1963 0:00,,,,,,21.1274128,-157.1644592,3962,4817
S1965HI009019,101084,5359,5359,101101,S1965HI009019,40A5613,1965,site_obsdate,4/14/1965 0:00,4/14/1965 0:00,,,,,,20.7999992,-156.4305573,3962,4817
S1963HI003003,101050,5361,5361,101067,S1963HI003003,40A5615,1963,site_obsdate,5/24/1963 0:00,5/24/1963 0:00,,,,,,21.4118519,-157.8183441,3962,4814
S1962HI009043,101068,5362,5362,101085,S1962HI009043,40A5616,1962,site_obsdate,10/1/1962 0:00,10/1/1962 0:00,,,,,,20.8885212,-156.2117004,3962,4817
S1962HI009044,101069,5363,5363,101086,S1962HI009044,40A5617,1962,site_obsdate,10/1/1962 0:00,10/1/1962 0:00,,,,,,20.8974094,-156.2194824,3962,4817
S1961HI003009,109858,5365,5365,109844,S1961HI003009,40A5619,1961,site_obsdate,6/1/1961 0:00,6/1/1961 0:00,,,,,,21.4808331,-157.9850006,3962,4814
S1961HI003011,109860,5371,5371,109846,S1961HI003011,40A5625,1961,site_obsdate,6/1/1961 0:00,6/1/1961 0:00,,,,,,21.5222225,-158.0097198,3962,4814
S1963HI009052,101079,5373,5373,101096,S1963HI009052,40A5627,1963,site_obsdate,5/13/1963 0:00,5/13/1963 0:00,,,,,,21.1557426,-157.0330811,3962,4817
S1965HI007002,109876,5374,5374,109862,S1965HI007002,40A5628,1965,site_obsdate,6/1/1965 0:00,6/1/1965 0:00,,,,,,22.0249996,-159.6863861,3962,4816
S1965HI007003,109877,5375,5375,109863,S1965HI007003,40A5629,1965,site_obsdate,6/1/1965 0:00,6/1/1965 0:00,,,,,,22.0536118,-159.6872253,3962,4816
S1965HI007004,109878,5377,5377,109864,S1965HI007004,40A5631,1965,site_obsdate,6/1/1965 0:00,6/1/1965 0:00,,,,,,22.0450001,-159.3919373,3962,4816
S1965HI007005,109879,5378,5378,109865,S1965HI007005,40A5632,1965,site_obsdate,6/1/1965 0:00,6/1/1965 0:00,,,,,,22.0261116,-159.3972168,3962,4816
S1962HI007004,101055,5379,5379,101072,S1962HI007004,40A5633,1962,site_obsdate,10/1/1962 0:00,10/1/1962 0:00,,,,,,22.1971188,-159.4455414,3962,4816
S1963HI007005,109871,5380,5380,109857,S1963HI007005,40A5634,1963,site_obsdate,6/1/1963 0:00,6/1/1963 0:00,,,,,,21.957406997680664,-159.4513702,3962,4816
S1963HI007006,109872,5381,5381,109858,S1963HI007006,40A5635,1963,site_obsdate,6/1/1963 0:00,6/1/1963 0:00,,,,,,21.9540749,-159.4538727,3962,4816
S1963HI007003,109869,5382,5382,109855,S1963HI007003,40A5636,1963,site_obsdate,6/1/1963 0:00,6/1/1963 0:00,,,,,,22.2107296,-159.4694214,3962,4816
S1963HI007004,109870,5383,5383,109856,S1963HI007004,40A5637,1963,site_obsdate,6/1/1963 0:00,6/1/1963 0:00,,,,,,22.2135067,-159.4860992,3962,4816
S1961HI003010,109859,5384,5384,109845,S1961HI003010,40A5638,1961,site_obsdate,6/1/1961 0:00,6/1/1961 0:00,,,,,,21.4104671,-158.0014038,3962,4814
S1962HI007007,101058,5385,5385,101075,S1962HI007007,40A5639,1962,site_obsdate,10/1/1962 0:00,10/1/1962 0:00,,,,,,21.9779606,-159.356369,3962,4816
S1962HI007008,101059,5386,5386,101076,S1962HI007008,40A5640,1962,site_obsdate,10/1/1962 0:00,10/1/1962 0:00,,,,,,21.9696274,-159.3730469,3962,4816
S1961HI003007,109856,5387,5387,109842,S1961HI003007,40A5641,1961,site_obsdate,6/1/1961 0:00,6/1/1961 0:00,,,,,,21.5090733,-158.0322266,3962,4814
S1961HI003008,109857,5388,5388,109843,S1961HI003008,40A5642,1961,site_obsdate,6/1/1961 0:00,6/1/1961 0:00,,,,,,21.5446281,-158.081955,3962,4814
S1962HI003003,109863,5389,5389,109849,S1962HI003003,40A5643,1962,site_obsdate,6/1/1962 0:00,6/1/1962 0:00,,,,,,21.3418598,-158.0369568,3962,4814
S1962HI003004,113201,5390,5390,109850,S1962HI003004,40A5644,1962,site_obsdate,6/1/1962 0:00,6/1/1962 0:00,,,,,,21.342967987060547,-157.886673,3962,4814
S1962HI009031,101062,5392,5392,101079,S1962HI009031,40A5646,1962,site_obsdate,9/1/1962 0:00,9/1/1962 0:00,,,,,,20.8171463,-156.9186401,3962,4817
S1962HI009032,101063,5393,5393,101080,S1962HI009032,40A5647,1962,site_obsdate,9/1/1962 0:00,9/1/1962 0:00,,,,,,20.8190918,-156.9228058,3962,4817
S1962HI003001,109861,5394,5394,109847,S1962HI003001,40A5648,1962,site_obsdate,6/1/1962 0:00,6/1/1962 0:00,,,,,,21.4140797,-158.1336212,3962,4814
S1962HI003002,109862,5395,5395,109848,S1962HI003002,40A5649,1962,site_obsdate,6/1/1962 0:00,6/1/1962 0:00,,,,,,21.4340801,-158.1625061,3962,4814
96HI001009,959339,23003,23003,977633,96HI001009,97P0143,1997,site_obsdate,,6/1/1997 0:00,,,,,,19.3105408,-155.372293,3962,4813
96HI001010,959340,23004,23004,977634,96HI001010,97P0144,1997,site_obsdate,,6/1/1997 0:00,,,,,,19.3105685,-155.372293,3962,4813
98HI001012,959473,23805,23805,977767,98HI001012,98P0360,1998,site_obsdate,,6/1/1998 0:00,,,,,,19.3208162,-155.2534052,3962,4813
98HI001013,959474,23806,23806,977768,98HI001013,98P0361,1998,site_obsdate,,6/1/1998 0:00,,,,,,19.3010958,-155.300905,3962,4813
98HI001014,959484,23850,23850,977778,98HI001014,98P0405,1998,site_obsdate,,6/1/1998 0:00,,,,,,19.4877807,-155.3855677,3962,4813
98HI001015,959485,23851,23851,977779,98HI001015,98P0406,1998,site_obsdate,,6/1/1998 0:00,,,,,,19.4530321,-155.3453465,3962,4813
98HI001016,959486,23852,23852,977780,98HI001016,98P0407,1998,site_obsdate,,6/1/1998 0:00,,,,,,19.4919193,-155.3836787,3962,4813
98HI001021,959627,24167,24167,977921,98HI001021,99P0133,1998,site_obsdate,,12/4/1998 0:00,,,,,,19.3430633,-155.1478504,3962,4813
S2000HI007001,111317,25629,25629,111303,S2000HI007001,00P0956,2000,site_obsdate,3/26/2000 0:00,3/26/2000 0:00,inceptisols,aquepts,,,,22.1500835,-159.616745,3962,4816
S2000HI007002,111318,25630,25630,111304,S2000HI007002,00P0957,2000,site_obsdate,3/25/2000 0:00,3/25/2000 0:00,inceptisols,aquepts,,,,22.1499996,-159.6174927,3962,4816
S2000HI007003,111293,25631,25631,111279,S2000HI007003,00P0958,2000,site_obsdate,3/25/2000 0:00,3/25/2000 0:00,inceptisols,aquepts,,,,22.1498604,-159.6207275,3962,4816
S2000HI007004,111292,25632,25632,111278,S2000HI007004,00P0959,2000,site_obsdate,3/25/2000 0:00,3/25/2000 0:00,inceptisols,aquepts,,,,22.1498604,-159.6207275,3962,4816
S2000HI007005,111289,25633,25633,111275,S2000HI007005,00P0960,2000,site_obsdate,3/25/2000 0:00,3/25/2000 0:00,inceptisols,aquepts,,,,22.1500835,-159.616745,3962,4816
00HI007006,960200,25634,25634,978494,00HI007006,00P0961,2000,site_obsdate,,3/26/2000 0:00,inceptisols,aquepts,,,,22.1469291,-159.6139542,3962,4816
S2000HI007007,111276,25635,25635,111262,S2000HI007007,00P0962,2000,site_obsdate,3/26/2000 0:00,3/26/2000 0:00,inceptisols,aquepts,,,,22.1503048,-159.6167297,3962,4816
S2000HI007008,111274,25636,25636,111260,S2000HI007008,00P0963,2000,site_obsdate,3/26/2000 0:00,3/26/2000 0:00,inceptisols,aquepts,,,,22.1503334,-159.616745,3962,4816
S2000HI007009,111215,25637,25637,111201,S2000HI007009,00P0964,2000,site_obsdate,3/26/2000 0:00,3/26/2000 0:00,inceptisols,aquepts,,,,22.1502781,-159.6166992,3962,4816
S2000HI007010,111338,25638,25638,111324,S2000HI007010,00P0965,2000,site_obsdate,3/26/2000 0:00,3/26/2000 0:00,inceptisols,aquepts,,,,22.1509724,-159.617218,3962,4816
S2002HI009001,128972,28593,28532,127163,S2002HI009001,02N0368,2002,site_obsdate,10/17/2002 0:00,10/17/2002 0:00,,,,,,21.1222134,-156.905777,3962,4817
Hawaii 1,156447,30982,30865,160900,Hawaii 1,04N0838,2004,site_obsdate,,4/14/2004 0:00,,,,,,21.285490036010742,-157.828476,3962,4814
Hawaii 2,156507,30983,30866,161030,Hawaii 2,04N0839,2004,site_obsdate,,4/14/2004 0:00,,,,,,21.2843475,-157.8265991,3962,4814
Hawaii 3,156512,30984,30867,161034,Hawaii 3,04N0840,2004,site_obsdate,,4/20/2004 0:00,,,,,,21.2845955,-157.8285065,3962,4814
Hawaii 4,156554,30985,30868,161045,Hawaii 4,04N0841,2004,site_obsdate,,4/27/2004 0:00,,,,,,21.2832565,-157.8258514,3962,4814
Hawaii 5,156656,30986,30869,161126,Hawaii 5,04N0842,2004,site_obsdate,,4/27/2004 0:00,,,,,,21.2830544,-157.8264465,3962,4814
Hawaii 6,156660,30987,30870,161129,Hawaii 6,04N0843,2004,site_obsdate,,4/28/2004 0:00,,,,,,21.2819595,-157.8256531,3962,4814
Hawaii 7,156661,30988,30871,161132,Hawaii 7,04N0844,2004,site_obsdate,,4/28/2004 0:00,,,,,,21.282155990600586,-157.8255157,3962,4814
S2005HI001001,251884,32495,32370,253553,Kainaliu SCAN Site #2096,05N0573,2005,site_obsdate,2/9/2005 0:00,2/9/2005 0:00,,,,,,19.5331192,-155.9290924,3962,4813
S05HI001002,251895,32496,32371,253577,Kukuihaele SCAN Site #2097,05N0574,2005,site_obsdate,2/11/2005 0:00,2/11/2005 0:00,,,,,,20.0954971,-155.5086365,3962,4813
S05HI001003,252018,32497,32372,253701,Pua Akala SCAN #2098,05N0575,2005,site_obsdate,,2/15/2005 0:00,,,,,,19.7925949,-155.3318481,3962,4813
S2005HI001004,252021,32498,32373,253702,Silverwood SCAN Site #2101,05N0576,2005,site_obsdate,,2/16/2005 0:00,,,,,,19.7650433,-155.4235077,3962,4813
S2005HI001005,252022,32499,32374,253703,Waimea Plain SCAN Site #2099,05N0577,2005,site_obsdate,2/17/2005 0:00,2/17/2005 0:00,,,,,,20.0096149,-155.5979156,3962,4813
S05HI001006,252023,32500,32375,253704,Mana House SCAN Site #2102,05N0578,2005,site_obsdate,,2/18/2005 0:00,,,,,,19.9566174,-155.5352173,3962,4813
S05HI001007,252024,32501,32376,253705,Island Diary SCAN Site #2100,05N0579,2005,site_obsdate,,2/21/2005 0:00,,,,,,19.9980564,-155.2858582,3962,4813
S05HI001008,252025,32502,32377,253706,Kemole Gulch SCAN Site #2103,05N0580,2005,site_obsdate,2/23/2005 0:00,2/23/2005 0:00,,,,,,19.9147034,-155.5910645,3962,4813
S09HI009001,364051,40125,39494,364399,S1993HI995019,09N0310,1993,site_obsdate,8/3/1993 0:00,8/3/1993 0:00,,,,,,20.5357494,-156.6548615,3962,4817
S09HI009002,364053,40126,39495,364400,S1993HI995020,09N0311,1993,site_obsdate,7/15/1993 0:00,7/15/1993 0:00,,,,,,20.5204449,-156.6553955,3962,4817
S09HI009003,364054,40127,39496,364401,S1993HI995018,09N0312,1993,site_obsdate,7/15/1993 0:00,7/15/1993 0:00,,,,,,20.5205555,-156.6656342,3962,4817
S09HI009004,364065,40128,39497,364413,S1993HI995016,09N0313,1993,site_obsdate,7/4/1993 0:00,7/4/1993 0:00,,,,,,20.5601387,-156.5824432,3962,4817
S09HI009005,364066,40129,39498,364414,S1993HI995017,09N0314,1993,site_obsdate,7/14/1993 0:00,7/14/1993 0:00,,,,,,20.5715008,-156.5678558,3962,4817
S09HI009006,364073,40130,39499,364432,S1992HI995005,09N0315,1992,site_obsdate,4/23/1992 0:00,4/23/1992 0:00,,,,,,20.53586196899414,-156.6459961,3962,4817
S09HI009007,364077,40131,39500,364433,S1992HI995006,09N0316,1992,site_obsdate,3/31/1992 0:00,3/31/1992 0:00,,,,,,20.565526962280273,-156.5774994,3962,4817
S09HI009008,364079,40132,39501,364434,S1994HI995022,09N0317,1994,site_obsdate,4/27/1994 0:00,4/27/1994 0:00,,,,,,20.550806045532227,-156.6732483,3962,4817
S09HI009009,364080,40133,39502,364435,S1994HI995023,09N0318,2004,site_obsdate,4/28/2004 0:00,4/28/2004 0:00,,,,,,20.5387497,-156.6094666,3962,4817
S1959IA171001,101288,197,197,101305,S1959IA171001,40A0216,1959,site_obsdate,7/23/1959 0:00,7/23/1959 0:00,,,,,,42.1805649,-92.3340683,3963,4903
S1959IA041003,101145,1383,1383,101162,S1959IA041003,40A1423,1959,site_obsdate,6/9/1959 0:00,6/9/1959 0:00,,,,,,43.0583344,-95.2883301,3963,4838
S1994IA117001,101237,21156,21156,101254,S1994IA117001,94P0598,1994,site_obsdate,6/20/1994 0:00,6/20/1994 0:00,,,,,,41.0064049,-93.5099335,3963,4876
S1994IA117002,101239,21157,21157,101256,S1994IA117002,94P0599,1994,site_obsdate,6/21/1994 0:00,6/21/1994 0:00,,,,,,41.0064049,-93.5099335,3963,4876
S1994IA117003,101241,21158,21158,101258,S1994IA117003,94P0600,1994,site_obsdate,6/21/1994 0:00,6/21/1994 0:00,,,,,,41.0064049,-93.5099335,3963,4876
S1994IA117004,101242,21159,21159,101259,S1994IA117004,94P0601,1994,site_obsdate,6/22/1994 0:00,6/22/1994 0:00,,,,,,41.0064049,-93.5099335,3963,4876
S1994IA117005,101244,21160,21160,101261,S1994IA117005,94P0602,1994,site_obsdate,6/22/1994 0:00,6/22/1994 0:00,,,,,,41.0064049,-93.5099335,3963,4876
S1994IA117006,101245,21301,21301,101262,S1994IA117006,94P0743,1994,site_obsdate,8/22/1994 0:00,8/22/1994 0:00,,,,,,41.1511116,-93.3530579,3963,4876
S1994IA117007,101247,21302,21302,101264,S1994IA117007,94P0744,1994,site_obsdate,8/22/1994 0:00,8/22/1994 0:00,,,,,,41.1519432,-93.351387,3963,4876
S1994IA117008,101248,21303,21303,101265,S1994IA117008,94P0745,1994,site_obsdate,8/22/1994 0:00,8/22/1994 0:00,,,,,,41.1513901,-93.3655548,3963,4876
S1994IA117009,101249,21304,21304,101266,S1994IA117009,94P0746,1994,site_obsdate,8/22/1994 0:00,8/22/1994 0:00,,,,,,41.1511116,-93.3633347,3963,4876
S1994IA117010,101250,21305,21305,101267,S1994IA117010,94P0747,1994,site_obsdate,8/22/1994 0:00,8/22/1994 0:00,,,,,,41.1508331,-93.3625031,3963,4876
S1994IA117011,101251,21306,21306,101268,S1994IA117011,94P0748,1994,site_obsdate,8/24/1994 0:00,8/24/1994 0:00,,,,,,41.1505547,-93.3613892,3963,4876
S1994IA117013,101254,21308,21308,101271,S1994IA117013,94P0750,1994,site_obsdate,8/24/1994 0:00,8/24/1994 0:00,,,,,,41.1497231,-93.3574982,3963,4876
S1994IA117014,101255,21309,21309,101272,S1994IA117014,94P0751,1994,site_obsdate,8/24/1994 0:00,8/24/1994 0:00,,,,,,41.1505547,-93.3544464,3963,4876
S1994IA117015,101256,21310,21310,101273,S1994IA117015,94P0752,1994,site_obsdate,8/24/1994 0:00,8/24/1994 0:00,,,,,,41.0097237,-93.5013885,3963,4876
S1995IA091001,101218,22587,22587,101235,S1995IA091001,96P0124,1995,site_obsdate,11/27/1995 0:00,11/27/1995 0:00,,,,,,42.8058319,-94.1130142,3963,4863
S1999IA017001,119467,24833,24833,117727,S1999IA017001,00P0150,1999,site_obsdate,9/27/1999 0:00,9/27/1999 0:00,,,,,,42.7311096,-92.2298355,3963,4826
S1999IA017003,119466,24834,24834,117729,S1999IA017003,00P0151,1999,site_obsdate,10/4/1999 0:00,10/4/1999 0:00,,,,,,42.9029427,-92.5136642,3963,4826
S1999IA017002,119465,24835,24835,117728,S1999IA017002,00P0152,1999,site_obsdate,9/30/1999 0:00,9/30/1999 0:00,,,,,,42.9065819,-92.5142212,3963,4826
S2002IA165050,364738,27804,27767,365044,Gv-AS01-16 MoC3 01-IA-165-16,02N0470,2002,site_obsdate,8/23/2002 0:00,8/23/2002 0:00,,,,,,41.83866500854492,-95.546402,3963,4900
S2002IA165051,364740,27805,27768,365045,Gv-AS01-17 MoB2 01-IA-165-57,02N0471,2002,site_obsdate,8/23/2002 0:00,8/23/2002 0:00,,,,,,41.8376198,-95.5396347,3963,4900
S2002IA165052,364793,27806,27769,365093,Gv-AS02-07 MoG3 01-IA-165-85,02N0472,2002,site_obsdate,8/23/2002 0:00,8/23/2002 0:00,,,,,,41.8434258,-95.4800949,3963,4900
S2002IA165053,364796,27807,27770,365097,Gv-AS17-30 MoB2 01-IA-165-60,02N0473,2002,site_obsdate,8/23/2002 0:00,8/23/2002 0:00,,,,,,41.804821,-95.5364151,3963,4900
S2002IA165054,364798,27808,27771,365099,Gv-AS18-32 MoC2 None,02N0474,2002,site_obsdate,8/23/2002 0:00,8/23/2002 0:00,,,,,,41.7909393,-95.49454498291016,3963,4900
S2002IA165055,364801,27809,27772,365102,Wa-AS25-05 MoF2 01-IA-165-20,02N0475,2002,site_obsdate,8/23/2002 0:00,8/23/2002 0:00,,,,,,41.7642288,-95.5357056,3963,4900
S2002IA165056,364802,27810,27773,365103,We-AS27-01 MoF3 None,02N0476,2002,site_obsdate,8/23/2002 0:00,8/23/2002 0:00,,,,,,41.7615814,-95.4363403,3963,4900
S2002IA165057,364803,27811,27774,365105,Wa-AS33-16 MoE3 None,02N0477,2002,site_obsdate,8/23/2002 0:00,8/23/2002 0:00,,,,,,41.7199059,-95.5476074,3963,4900
S2002IA165058,364806,27812,27775,365107,Ca-AS65-19 MoE2 0-IA-165-39,02N0478,2002,site_obsdate,8/23/2002 0:00,8/23/2002 0:00,,,,,,41.6194763,-95.5565796,3963,4900
S2001IA095001,156946,28794,28724,161411,S2001IA095001,01N0830,2001,site_obsdate,5/8/2001 0:00,5/8/2001 0:00,,,,,,41.8133316,-91.9888916,3963,4865
S2001IA095002,156947,28795,28724,161414,S2001IA095002,01N0831,2001,site_obsdate,5/9/2001 0:00,5/9/2001 0:00,,,,,,41.8133316,-91.9888916,3963,4865
S2001IA095003,156948,28796,28724,161415,S2001IA095003,01N0832,2001,site_obsdate,5/9/2001 0:00,5/9/2001 0:00,,,,,,41.8133316,-91.9888916,3963,4865
S2001IA095004,156949,28797,28724,161416,S2001IA095004,01N0833,2001,site_obsdate,5/10/2001 0:00,5/10/2001 0:00,,,,,,41.8133316,-91.9888916,3963,4865
S2002IA193001,202984,28844,28771,205169,SHAGBARK HILLS,02N0274,2002,site_obsdate,6/19/2002 0:00,6/19/2002 0:00,,,,,,42.4448013,-95.7678986,3963,4914
S04IA-029-001,962508,32194,32075,980786,S92IA-029-001,05N0455,2004,site_obsdate,,10/1/2004 0:00,,,,,,41.4318889,-95.0843611,3963,4832
S1972IA045006,845321,70699,68727,863767,S1972IA045006,X23-949-1,2013,site_obsdate,,2/15/2013 0:00,,,,,,41.9966426,-90.1842231,3963,4840
S1972IA045012,947475,70705,68733,965184,S1972IA045012,X23-373-1,1972,site_obsdate,5/26/1972 0:00,5/26/1972 0:00,,,,,,41.8895215,-90.3453716,3963,4840
S1974IA043007,836581,70733,68761,854227,S1974IA043007,X22-793-1,1974,site_obsdate,,11/12/1974 0:00,,,,,,42.8149399,-91.3547071,3963,4839
S1975IA043009,845285,70738,68766,863731,S1975IA043009,X22-977-2,1974,site_obsdate,,5/13/1974 0:00,,,,,,42.8058666,-91.5575663,3963,4839
S1987IA097006,950928,70897,68925,968239,S1987IA097006,X49-87-5,1987,site_obsdate,9/9/1987 0:00,9/9/1987 0:00,,,,,,42.1976516,-90.7372049,3963,4866
S1987IA097007,950932,70898,68926,968245,S1987IA097007,X49-87-6,1987,site_obsdate,9/9/1987 0:00,9/9/1987 0:00,,,,,,42.3240697,-90.5975733,3963,4866
S1987IA097008,950927,70899,68927,968238,S1987IA097008,X49-87-7,1987,site_obsdate,9/11/1987 0:00,9/11/1987 0:00,,,,,,42.3277408,-90.4858349,3963,4866
S1987IA097009,836497,70900,68928,854143,S1987IA097009,X49-87-8,1987,site_obsdate,9/14/1987 0:00,9/14/1987 0:00,,,,,,42.2839256,-90.531168,3963,4866
S1989IA005016,836459,70926,68954,854105,S1989IA005016,X3-284-1,2013,site_obsdate,1/31/2013 0:00,1/31/2013 0:00,,,,,,43.3845898,-91.5753642,3963,4820
S1989IA005017,836460,70927,68955,854106,S1989IA005017,X3-98-1,2013,site_obsdate,,1/31/2013 0:00,,,,,,43.3291946,-91.3786538,3963,4820
S1975IA065077,1094361,71105,69131,433675,1975IA065077,X65784,2010,site_obsdate,1/6/2010 0:00,1/6/2010 0:00,,,,,,42.8581924,-92.0809555,3963,4850
S1978IA061027,1090644,71106,69132,434587,1978IA061027,X61961,2010,site_obsdate,4/23/2010 0:00,4/23/2010 0:00,,,,,,42.4394836,-91.0114822,3963,4848
S1963IA089002,1099149,71111,69137,551305,M63IA089waucoma002,X45-713-1,2011,site_obsdate,7/11/2011 0:00,7/11/2011 0:00,,,,,,43.4102211,-92.1045914,3963,4862
S1959IA191002,1071410,71121,69147,1079281,S1959IA191002,X1918,2014,site_obsdate,,7/14/2014 0:00,,,,,,43.3300446,-91.8343522,3963,4913
S1959IA191004,1071412,71123,69149,1079283,S1959IA191004,X191126,2014,site_obsdate,,7/14/2014 0:00,,,,,,43.3194367,-91.6888738,3963,4913
S1959IA191006,1071413,71125,69151,1079284,S1959IA191006,X191171,2014,site_obsdate,,7/14/2014 0:00,,,,,,43.1297211,-91.952534,3963,4913
S1959IA191007,1071414,71126,69152,1079285,S1959IA191007,X1915000-1,2014,site_obsdate,,7/14/2014 0:00,,,,,,43.2125729,-92.0179641,3963,4913
S1959IA191010,1071416,71128,69154,1079287,S1959IA191010,X191487-1,2014,site_obsdate,,7/14/2014 0:00,,,,,,43.1600902,-91.6293783,3963,4913
S1959IA191012,1071418,71130,69156,1079289,S1959IA191012,X191777-1-1,2014,site_obsdate,,7/14/2014 0:00,,,,,,43.204519,-91.9657488,3963,4913
S1959IA191013,1071419,71131,69157,1079290,S1959IA191013,X19187-1-0,2014,site_obsdate,,7/16/2014 0:00,,,,,,43.3124207,-91.9876662,3963,4913
S1959IA191014,1071420,71132,69158,1079291,S1959IA191014,X19196-1-0,2014,site_obsdate,,7/16/2014 0:00,,,,,,43.2542242,-91.8856239,3963,4913
S1959IA191015,1071421,71133,69159,1079262,S1959IA191015,X191152-1-1,2014,site_obsdate,,7/16/2014 0:00,,,,,,43.166118,-92.0526883,3963,4913
S1959IA191017,1071422,71135,69161,1079263,S1959IA191017,X191781-3-1,2014,site_obsdate,,7/16/2014 0:00,,,,,,43.1551189,-92.0206487,3963,4913
S1959IA191017b,1077021,71136,69161,1079263,S1959IA191017,X191781-3-1B,2014,site_obsdate,,7/16/2014 0:00,,,,,,43.1551189,-92.0206487,3963,4913
S1959IA191018,1071423,71137,69162,1079264,S1959IA191018,X191781-3-1C,2014,site_obsdate,,7/16/2014 0:00,,,,,,43.1750682,-92.0124115,3963,4913
S1959IA191020,1071424,71138,69163,1079265,S1959IA191020,X191198-1-1,2014,site_obsdate,,7/16/2014 0:00,,,,,,43.1589895,-92.042333,3963,4913
S1959IA191021,1071425,71139,69164,1079266,S1959IA191021,X191205-4-1,2014,site_obsdate,,7/16/2014 0:00,,,,,,43.4138845,-92.0095679,3963,4913
S1959IA191023,1071427,71141,69166,1079268,S1959IA191023,X191226-1-1,2014,site_obsdate,,7/16/2014 0:00,,,,,,43.1821225,-91.9984221,3963,4913
S1959IA191024,1071428,71142,69167,1079269,S1959IA191024,X191000,2014,site_obsdate,,7/17/2014 0:00,,,,,,43.2909818,-91.6730909,3963,4913
S1959IA191025,1071429,71143,69168,1079270,S1959IA191025,X191291-3-1,2014,site_obsdate,,7/17/2014 0:00,,,,,,43.1691517,-91.7719325,3963,4913
S1959IA191026,1071430,71144,69169,1079271,S1959IA191026,X191302-7-1,2014,site_obsdate,,7/17/2014 0:00,,,,,,43.1322878,-91.8713591,3963,4913
S1959IA191026b,1077023,71145,69169,1079271,S1959IA191026,X191302-7-1B,2014,site_obsdate,,7/17/2014 0:00,,,,,,43.1322878,-91.8713591,3963,4913
S1959IA191030,1071434,71149,69173,1079275,S1959IA191030,X191480-4-1,2014,site_obsdate,,7/17/2014 0:00,,,,,,43.4616728,-92.0085297,3963,4913
