upedonid,peiid,pedon_key,site_key,siteiid,usiteid,pedlabsampnum,Yearlabel,year_source,samp_classdate,site_obsdate,TAXORDER,TAXSUBORDER,GREATGROUP,SUBGROUP,PARTICLESIZE,latitude,longitude,state_key,county_key
S1956AK170002,109627,586,586,109613,S1956AK170002,40A0606,1956,site_obsdate,6/1/1956 0:00,6/1/1956 0:00,,,,,,61.5833321,-149.1111145,3946,4275
S1960AK170001,109632,587,587,109618,S1960AK170001,40A0607,1960,site_obsdate,6/1/1960 0:00,6/1/1960 0:00,,,,,,62.3162155,-150.2380371,3946,4275
S1956AK122004,109610,588,588,109596,S1956AK122004,40A0608,1956,site_obsdate,6/1/1956 0:00,6/1/1956 0:00,,,,,,60.1803131,-151.4381561,3946,4271
S1956AK122003,109609,589,589,109595,S1956AK122003,40A0609,1956,site_obsdate,6/1/1956 0:00,6/1/1956 0:00,,,,,,60.1392021,-151.5070496,3946,4271
S1956AK090001,109598,590,590,109584,S1956AK090001,40A0610,1956,site_obsdate,6/1/1956 0:00,6/1/1956 0:00,,,,,,64.8844452,-147.789444,3946,4268
S1956AK090002,109599,591,591,109585,S1956AK090002,40A0611,1956,site_obsdate,6/1/1956 0:00,6/1/1956 0:00,,,,,,64.9097214,-147.6261139,3946,4268
S1959AK090001,109602,592,592,109588,S1959AK090001,40A0612,1959,site_obsdate,6/1/1959 0:00,6/1/1959 0:00,,,,,,64.9097214,-147.6261139,3946,4268
S1959AK090002,109603,593,593,109589,S1959AK090002,40A0613,1959,site_obsdate,6/1/1959 0:00,6/1/1959 0:00,,,,,,64.7941666,-147.9894409,3946,4268
S1959AK090003,109604,594,594,109590,S1959AK090003,40A0614,1959,site_obsdate,6/1/1959 0:00,6/1/1959 0:00,,,,,,64.8905563,-147.3230591,3946,4268
S1960AK090003,109606,595,595,109592,S1960AK090003,40A0615,1960,site_obsdate,7/6/1960 0:00,7/6/1960 0:00,,,,,,64.8905563,-147.3230591,3946,4268
S1960AK090001,109605,596,596,109591,S1960AK090001,40A0616,1960,site_obsdate,7/7/1960 0:00,7/7/1960 0:00,,,,,,64.9097214,-147.6261139,3946,4268
S1956AK170005,109630,597,597,109616,S1956AK170005,40A0617,1956,site_obsdate,6/1/1956 0:00,6/1/1956 0:00,,,,,,61.5739899,-149.6554565,3946,4275
S1956AK170006,109631,598,598,109617,S1956AK170006,40A0618,1956,site_obsdate,6/1/1956 0:00,6/1/1956 0:00,,,,,,61.5509338,-149.552948,3946,4275
S1960AK122003,109618,599,599,109604,S1960AK122003,40A0619,1960,site_obsdate,6/1/1960 0:00,6/1/1960 0:00,,,,,,59.6769676,-151.5897827,3946,4271
S1960AK122004,109619,600,600,109605,S1960AK122004,40A0620,1960,site_obsdate,7/8/1960 0:00,7/8/1960 0:00,,,,,,59.6661377,-151.5486755,3946,4271
S1957AK122018,109614,602,602,109600,S1957AK122018,40A0622,1957,site_obsdate,6/1/1957 0:00,6/1/1957 0:00,,,,,,60.3378181,-151.3409424,3946,4271
S1957AK122004,109612,605,605,109598,S1957AK122004,40A0625,1957,site_obsdate,8/17/1957 0:00,8/17/1957 0:00,,,,,,60.522274017333984,-151.0842896,3946,4271
S1960AK122005,109620,606,606,109606,S1960AK122005,40A0626,1960,site_obsdate,7/9/1960 0:00,7/9/1960 0:00,,,,,,60.5158844,-151.0570679,3946,4271
S1956AK170003,109628,607,607,109614,S1956AK170003,40A0627,1956,site_obsdate,7/20/1956 0:00,7/20/1956 0:00,,,,,,61.5636101,-149.3102722,3946,4275
S1956AK170004,109629,608,608,109615,S1956AK170004,40A0628,1956,site_obsdate,7/23/1956 0:00,7/23/1956 0:00,,,,,,61.6163902,-149.3102722,3946,4275
S1960AK122001,109616,609,609,109602,S1960AK122001,40A0629,1960,site_obsdate,7/6/1960 0:00,7/6/1960 0:00,,,,,,59.73085403442383,-151.7534027,3946,4271
S1960AK122002,109617,610,610,109603,S1960AK122002,40A0630,1960,site_obsdate,7/7/1960 0:00,7/7/1960 0:00,,,,,,59.75279998779297,-151.8323059,3946,4271
S1952AK261001,109651,611,611,109637,S1952AK261001,40A0631,1952,site_obsdate,6/1/1952 0:00,6/1/1952 0:00,,,,,,61.75,-147.0833282,3946,4283
S1952AK261002,109652,612,612,109638,S1952AK261002,40A0632,1952,site_obsdate,6/1/1952 0:00,6/1/1952 0:00,,,,,,61.75,-147.0833282,3946,4283
S1959AK240001,109648,613,613,109634,S1959AK240001,40A0633,1959,site_obsdate,6/1/1959 0:00,6/1/1959 0:00,,,,,,64.0766678,-145.5805511,3946,4282
S1959AK240002,109649,614,614,109635,S1959AK240002,40A0634,1959,site_obsdate,6/1/1959 0:00,6/1/1959 0:00,,,,,,64.0438919,-145.5111084,3946,4282
S1956AK122001,109607,615,615,109593,S1956AK122001,40A0635,1956,site_obsdate,7/26/1956 0:00,7/26/1956 0:00,,,,,,60.0216942,-151.7034302,3946,4271
S1956AK122002,109608,616,616,109594,S1956AK122002,40A0636,1956,site_obsdate,7/27/1956 0:00,7/27/1956 0:00,,,,,,59.9444695,-151.7356415,3946,4271
S1959AK290002,109657,620,620,109643,S1959AK290002,40A0640,1959,site_obsdate,7/9/1959 0:00,7/9/1959 0:00,,,,,,65.71399688720703,-144.30099487304688,3946,4286
S1959AK290003,109658,621,621,109644,S1959AK290003,40A0641,1959,site_obsdate,7/10/1959 0:00,7/10/1959 0:00,,,,,,65.7750015258789,-144.16099548339844,3946,4286
S1957AK122002,109611,625,625,109597,S1957AK122002,40A0645,1957,site_obsdate,8/16/1957 0:00,8/16/1957 0:00,,,,,,60.6492157,-151.3329163,3946,4271
S1957AK122020,109615,626,626,109601,S1957AK122020,40A0646,1957,site_obsdate,8/27/1957 0:00,8/27/1957 0:00,,,,,,60.540329,-151.0840149,3946,4271
S1958AK090001,109600,629,629,109586,S1958AK090001,40A0649,1958,site_obsdate,9/3/1958 0:00,9/3/1958 0:00,,,,,,64.8146667,-147.7346039,3946,4268
S1958AK090002,109601,630,630,109587,S1958AK090002,40A0650,1958,site_obsdate,9/4/1958 0:00,9/4/1958 0:00,,,,,,64.8549423,-147.8657227,3946,4268
S1952AK261014,109653,635,635,109639,S1952AK261014,40A0655,1952,site_obsdate,7/21/1952 0:00,7/21/1952 0:00,,,,,,61.7583351,-146.5333405,3946,4283
S1967AK122001,109621,641,641,109607,S1967AK122001,40A0661,1967,site_obsdate,8/6/1967 0:00,8/6/1967 0:00,,,,,,60.2166672,-149.3666687,3946,4271
S1967AK261002,109654,642,642,109640,S1967AK261002,40A0662,1967,site_obsdate,8/8/1967 0:00,8/8/1967 0:00,,,,,,60.4500008,-145.2166595,3946,4283
S1967AK261003,109655,643,643,109641,S1967AK261003,40A0663,1967,site_obsdate,8/9/1967 0:00,8/9/1967 0:00,,,,,,61.1166649,-145.7833405,3946,4283
S1967AK150001,109622,644,644,109608,S1967AK150001,40A0664,1967,site_obsdate,7/31/1967 0:00,7/31/1967 0:00,,,,,,57.0750008,-153.6999969,3946,4273
S1967AK210002,109647,5245,5245,109633,S1967AK210002,40A5499,1967,site_obsdate,7/22/1967 0:00,7/22/1967 0:00,,,,,,57.1833344,-135.6666718,3946,
S1967AK010002,109591,5250,5250,109577,S1967AK010002,40A5504,1967,site_obsdate,8/1/1967 0:00,8/1/1967 0:00,,,,,,56.7999992,-157.8999939,3946,
S1969AK170001,109634,5605,5605,109620,S1969AK170001,69C0078,1969,site_obsdate,6/1/1969 0:00,6/1/1969 0:00,,,,,,62.0083351,-151.2291718,3946,4275
S1969AK170002,109635,5606,5606,109621,S1969AK170002,69C0079,1969,site_obsdate,7/7/1969 0:00,7/7/1969 0:00,,,,,,62.0,-151.2166595,3946,4275
S1969AK170003,109636,5607,5607,109622,S1969AK170003,69C0080,1969,site_obsdate,8/7/1969 0:00,8/7/1969 0:00,,,,,,62.3083344,-150.375,3946,4275
S1969AK170004,109637,5608,5608,109623,S1969AK170004,69C0081,1969,site_obsdate,8/8/1969 0:00,8/8/1969 0:00,,,,,,62.3083344,-150.4083405,3946,4275
S1969AK164003,109625,5609,5609,109611,S1969AK164003,69C0082,1969,site_obsdate,7/8/1969 0:00,7/8/1969 0:00,,,,,,62.0833321,-152.7666626,3946,4274
S1969AK164001,109623,5610,5610,109609,S1969AK164001,69C0083,1969,site_obsdate,7/9/1969 0:00,7/9/1969 0:00,,,,,,58.7000008,-156.6833344,3946,4274
S1969AK164002,109624,5611,5611,109610,S1969AK164002,69C0084,1969,site_obsdate,7/9/1969 0:00,7/9/1969 0:00,,,,,,58.7166672,-156.7666626,3946,4274
S1974AK290001,109659,6257,6257,109645,S1974AK290001,74C0092,1974,site_obsdate,6/1/1974 0:00,6/1/1974 0:00,,,,,,66.0333328,-154.25,3946,4286
S1974AK290002,109660,6258,6258,109646,S1974AK290002,74C0093,1974,site_obsdate,6/1/1974 0:00,6/1/1974 0:00,,,,,,64.9166641,-157.6333313,3946,4286
S1974AK290005,109662,6261,6261,109648,S1974AK290005,74C0096,1974,site_obsdate,6/1/1974 0:00,6/1/1974 0:00,,,,,,65.0333328,-150.5833282,3946,4286
S1974AK290006,109663,6262,6262,109649,S1974AK290006,74C0097,1974,site_obsdate,6/1/1974 0:00,6/1/1974 0:00,,,,,,65.0500031,-150.6166687,3946,4286
74AK090008,955903,6264,6264,974197,74AK090008,74C0099,1974,site_obsdate,,6/1/1974 0:00,,,,,,67.4166667,-145.3333333,3946,4268
74AK090002,955904,6265,6265,974198,74AK090002,74C0100,1974,site_obsdate,,6/1/1974 0:00,,,,,,64.9094444,-147.6258333,3946,4268
S1998AK280004,109285,23911,23911,109271,S1998AK280004,98P0466,1998,site_obsdate,7/27/1998 0:00,7/27/1998 0:00,,,,,,56.3021126,-132.2061462,3946,4285
S1999AK185001,108729,24570,24570,108715,S1999AK185001,99P0536,1999,site_obsdate,7/7/1999 0:00,7/7/1999 0:00,,,,,,68.4811096,-155.7436066,3946,4277
S1999AK185002,108730,24571,24571,108716,S1999AK185002,99P0537,1999,site_obsdate,7/7/1999 0:00,7/7/1999 0:00,,,,,,68.4786148,-155.7324982,3946,4277
S1999AK185003,109563,24572,24572,109549,S1999AK185003,99P0538,1999,site_obsdate,7/8/1999 0:00,7/8/1999 0:00,,,,,,68.4808578,-155.7424927,3946,4277
S1999AK185004,108731,24573,24573,108717,S1999AK185004,99P0539,1999,site_obsdate,7/8/1999 0:00,7/8/1999 0:00,,,,,,68.4874191,-155.7396393,3946,4277
S1999AK185005,108732,24574,24574,108718,S1999AK185005,99P0540,1999,site_obsdate,7/10/1999 0:00,7/10/1999 0:00,,,,,,69.7330017,-155.8611145,3946,4277
S1999AK185006,109374,24575,24575,109360,S1999AK185006,99P0541,1999,site_obsdate,9/10/1999 0:00,9/10/1999 0:00,,,,,,69.7352753,-155.8665619,3946,4277
S1999AK180003,108763,24578,24578,108749,S1999AK180003,99P0544,1999,site_obsdate,7/12/1999 0:00,7/12/1999 0:00,,,,,,64.842392,-163.6942291,3946,4276
S2000AK068009,111210,26079,26079,111196,S2000AK068009,01P0009,2000,site_obsdate,,8/2/2000 0:00,inceptisols,cryepts,,typic humicryepts,,63.6166649,-149.9000244,3946,4266
S01AK-185-001,961768,30022,29920,980050,S01AK-185-001,02N0384,2001,site_obsdate,8/27/2001 0:00,10/25/2001 0:00,,,,,,68.4815278,-149.4956667,3946,4277
S01AK-185-002,961769,30023,29921,980051,S01AK-185-002,02N0385,2001,site_obsdate,,10/25/2001 0:00,,,,,,69.6745833,-148.7213056,3946,4277
S01AK-185-004,961770,30024,29922,980052,S01AK-185-004,02N0387,2003,site_obsdate,8/29/2001 0:00,9/5/2003 0:00,,,,,,69.1468056,-148.8485278,3946,4277
S01AK-185-006,961772,30026,29924,980054,S01AK-185-006,02N0389,2001,site_obsdate,,10/25/2001 0:00,,,,,,70.3164444,-147.9941111,3946,4277
S01AK-185-007,961773,30027,29925,980055,S01AK-185-007,02N0390,2001,site_obsdate,,10/25/2001 0:00,,,,,,69.4334167,-148.6716111,3946,4277
S01AK-185-003,961774,30028,29926,980056,S01AK-185-003,02N0386,2001,site_obsdate,8/28/2001 0:00,10/25/2001 0:00,,,,,,69.6746667,-148.7212222,3946,4277
S2004AK185001,252923,31979,31860,254615,S2004AK185001,05N0084,2004,site_obsdate,,8/13/2004 0:00,,,,,,69.6043091,-148.6463928,3946,4277
S2004AK185002,252928,31980,31861,254623,S2004AK185002,05N0085,2004,site_obsdate,,8/14/2004 0:00,,,,,,69.1311111,-148.8424988,3946,4277
S2004AK185003,252943,31981,31862,254632,S2004AK185003,05N0086,2004,site_obsdate,,8/15/2004 0:00,,,,,,68.4813156,-149.4788055,3946,4277
S2004AK185004,252944,31982,31863,254634,S2004AK185004,05N0087,2004,site_obsdate,,8/16/2004 0:00,,,,,,68.4813156,-149.4788055,3946,4277
S2004AK185005,252952,31983,31864,254666,S2004AK185005,05N0088,2004,site_obsdate,,8/16/2004 0:00,,,,,,67.9683914,-149.7687988,3946,4277
S2004AK185006,252957,31984,31865,254689,S2004AK185006,05N0089,2004,site_obsdate,,8/16/2004 0:00,,,,,,68.0692673,-149.5800323,3946,4277
S2004AK185007,252959,31985,31866,254719,S2004AK185007,05N0090,2004,site_obsdate,,8/17/2004 0:00,,,,,,67.5617447,-149.8264618,3946,4277
S2004AK185008,252969,31986,31867,254742,S2004AK185008,05N0091,2004,site_obsdate,,8/17/2004 0:00,,,,,,68.0692673,-149.5800323,3946,4277
S2004AK185009,252973,31987,31868,254786,S2004AK185009,05N0092,2004,site_obsdate,,8/17/2004 0:00,,,,,,67.3344727,-150.1453094,3946,4277
S2004AK185010,252975,31988,31869,254806,S2004AK185010,05N0093,2004,site_obsdate,,8/18/2004 0:00,,,,,,67.2730103,-150.1685944,3946,4277
S2004AK176001,253060,32439,32318,254904,S2004AK176001,05N0094,2004,site_obsdate,,8/20/2004 0:00,,,,,,64.1920242,-145.8668365,3946,
S2004AK176002,253071,32440,32319,254906,S2004AK176002,05N0095,2004,site_obsdate,,8/20/2004 0:00,,,,,,64.1919785,-145.868576,3946,
S2004AK176003,253076,32441,32320,254931,S2004AK176003,05N0096,2004,site_obsdate,,8/21/2004 0:00,,,,,,63.0613518,-141.0258484,3946,
S2004AK176004,253080,32442,32321,254934,S2004AK176004,05N0097,2004,site_obsdate,,8/22/2004 0:00,,,,,,63.7579765,-142.2529449,3946,
S2004AK176005,253112,32443,32322,254964,S2004AK176005,05N0098,2004,site_obsdate,,8/22/2004 0:00,,,,,,63.6979599,-142.2523193,3946,
S2004AK176006,253116,32444,32323,254967,S2004AK176006,05N0099,2004,site_obsdate,,8/22/2004 0:00,,,,,,63.4630203,-142.4680634,3946,
S2004AK176008,253117,32445,32324,254969,S2004AK176008,05N0100,2004,site_obsdate,,8/23/2004 0:00,,,,,,63.1558762,-143.2147217,3946,
S2004AK176009,253129,32446,32325,254979,S2004AK176009,05N0101,2004,site_obsdate,,8/23/2004 0:00,,,,,,63.2238197,-142.0479584,3946,
S2009AK01600805,570135,40668,39954,572343,09MC00805,10N0088,2009,site_obsdate,,9/29/2009 0:00,,,,,,52.877899169921875,173.1940278,3946,4262
S2011MC10101,656440,66087,64162,661687,11MC10101,12N8352,2011,site_obsdate,,10/31/2011 0:00,,,,,,65.1247222,-146.7311111,3946,
S2011MC10201,656439,66089,64164,661686,11MC10201,12N8354,2011,site_obsdate,,10/31/2011 0:00,,,,,,65.2513333,-146.14999389648438,3946,
12AK110001,1257398,73588,134321,1367071,12-ALF-001,12-AK-1001,2012,site_obsdate,,5/17/2012 0:00,,,,,,58.80009841918945,-134.50369262695312,3946,4270
12AK110002,1257397,73589,134322,1367070,12-ALF-002,12-AK-1002,2012,site_obsdate,,5/17/2012 0:00,,,,,,58.784698486328125,-134.502197265625,3946,4270
12AK110003,1257399,73590,134323,1367072,12-ALF-003,12-AK-1003,2012,site_obsdate,,5/7/2012 0:00,,,,,,58.80039978027344,-134.5019989013672,3946,4270
S1966AL053015,107624,4071,4071,107641,S1966AL053015,40A4306,1966,site_obsdate,3/8/1966 0:00,3/8/1966 0:00,,,,,,31.0852108,-86.9166565,3947,4313
S1966AL053016,107625,4072,4072,107642,S1966AL053016,40A4307,1966,site_obsdate,3/9/1966 0:00,3/9/1966 0:00,,,,,,31.0860443,-86.7827682,3947,4313
S1966AL053017,107626,4073,4073,107643,S1966AL053017,40A4308,1966,site_obsdate,3/9/1966 0:00,3/9/1966 0:00,,,,,,31.0860443,-86.7835999,3947,4313
S1966AL053018,107627,4074,4074,107644,S1966AL053018,40A4309,1966,site_obsdate,3/10/1966 0:00,3/10/1966 0:00,,,,,,31.0852108,-86.7833252,3947,4313
S1966AL053019,107628,4075,4075,107645,S1966AL053019,40A4310,1966,site_obsdate,11/4/1966 0:00,11/4/1966 0:00,,,,,,31.0857658,-86.7810974,3947,4313
S1961AL105001,107638,4084,4084,107655,S1961AL105001,40A4319,1961,site_obsdate,5/22/1961 0:00,5/22/1961 0:00,,,,,,32.6088905,-87.3166656,3947,4339
S1961AL105002,107639,4085,4085,107656,S1961AL105002,40A4320,1961,site_obsdate,5/23/1961 0:00,5/23/1961 0:00,,,,,,32.6183319,-87.3255539,3947,4339
S1951AL049003,107623,4774,4774,107640,S1951AL049003,40A5033,1951,site_obsdate,12/12/1951 0:00,12/12/1951 0:00,,,,,,34.5859566,-85.589119,3947,4311
S1958AL091003,107633,4775,4775,107650,S1958AL091003,40A5034,1958,site_obsdate,5/26/1958 0:00,5/26/1958 0:00,,,,,,32.2555542,-87.8444443,3947,4332
S1958AL047001,107620,4776,4776,107637,S1958AL047001,40A5035,1958,site_obsdate,5/27/1958 0:00,5/27/1958 0:00,,,,,,32.4674988,-87.2591629,3947,4310
S1958AL047002,107621,4777,4777,107638,S1958AL047002,40A5036,1958,site_obsdate,5/28/1958 0:00,5/28/1958 0:00,,,,,,32.3919449,-87.3652802,3947,4310
S1958AL105001,107636,4778,4778,107653,S1958AL105001,40A5037,1958,site_obsdate,5/27/1958 0:00,5/27/1958 0:00,,,,,,32.35305404663086,-87.4666672,3947,4339
S1958AL105002,107637,4779,4779,107654,S1958AL105002,40A5038,1958,site_obsdate,5/28/1958 0:00,5/28/1958 0:00,,,,,,32.4069443,-87.4619446,3947,4339
S1958AL091001,107631,4780,4780,107648,S1958AL091001,40A5039,1958,site_obsdate,5/26/1958 0:00,5/26/1958 0:00,,,,,,32.2780571,-87.7430573,3947,4332
S1958AL091002,107632,4781,4781,107649,S1958AL091002,40A5040,1958,site_obsdate,5/26/1958 0:00,5/26/1958 0:00,,,,,,32.2666664,-87.8747253,3947,4332
S1978AL097010,955920,6479,6479,974214,S1978AL097010,78P0010,1978,site_obsdate,,6/1/1978 0:00,,,,,,30.3930556,-88.3136111,3947,4335
S2002AL071001,133687,27977,27928,137779,S2002AL071001,02N0182,2002,site_obsdate,2/5/2002 0:00,2/5/2002 0:00,,,,,,34.8649445,-86.1021652,3947,4322
S2002AL089001,135404,27978,27929,139422,S2002AL089001,02N0183,2002,site_obsdate,2/5/2002 0:00,2/5/2002 0:00,,,,,,34.9016495,-86.5384827,3947,4331
S02AL089002,202779,27979,27930,205022,S02AL089003,02N0184,2002,site_obsdate,9/19/2002 0:00,9/19/2002 0:00,,,,,,34.6686667,-86.7383056,3947,4331
S2002AL095001,135418,27980,27931,139430,S2002AL095001,02N0185,2002,site_obsdate,2/7/2002 0:00,2/7/2002 0:00,,,,,,34.4448891,-86.1652222,3947,4334
S2002AL103001,135419,27981,27932,139431,S2002AL103001,02N0186,2002,site_obsdate,2/7/2002 0:00,2/7/2002 0:00,,,,,,34.4375267,-87.0084457,3947,4338
S2006AL043001,248262,33156,33010,249685,Cullman,06N0791,2006,site_obsdate,5/16/2006 0:00,5/16/2006 0:00,,,,,,34.1948891,-86.7978592,3947,4308
S1960AR093001,107664,4150,4150,107681,S1960AR093001,40A4385,1960,site_obsdate,5/5/1960 0:00,5/5/1960 0:00,,,,,,35.5,-90.2788925,3948,4400
S1960AR093003,107665,4151,4151,107682,S1960AR093003,40A4386,1960,site_obsdate,5/5/1960 0:00,5/5/1960 0:00,,,,,,35.4697227,-90.2675018,3948,4400
S1958AR147001,107687,4152,4152,107704,S1958AR147001,40A4387,1958,site_obsdate,6/6/1958 0:00,6/6/1958 0:00,,,,,,35.1713905,-91.2330551,3948,4427
S1958AR147002,107688,4153,4153,107705,S1958AR147002,40A4388,1958,site_obsdate,6/6/1958 0:00,6/6/1958 0:00,,,,,,35.2866669,-91.1997223,3948,4427
S1957AR037001,107647,4154,4154,107664,S1957AR037001,40A4389,1957,site_obsdate,5/28/1957 0:00,5/28/1957 0:00,,,,,,35.2137184,-90.9053955,3948,4372
S1959AR115003,107676,4155,4155,107693,S1959AR115003,40A4390,1959,site_obsdate,5/21/1959 0:00,5/21/1959 0:00,,,,,,35.4052773,-92.9955521,3948,4411
S1959AR115004,107677,4156,4156,107694,S1959AR115004,40A4391,1959,site_obsdate,5/21/1959 0:00,5/21/1959 0:00,,,,,,35.2827797,-92.99666595458984,3948,4411
S1957AR123001,107678,4159,4159,107695,S1957AR123001,40A4394,1957,site_obsdate,5/27/1957 0:00,5/27/1957 0:00,,,,,,34.9049988,-91.109169,3948,4415
S1957AR107001,107672,4160,4160,107689,S1957AR107001,40A4395,1957,site_obsdate,8/16/1957 0:00,8/16/1957 0:00,,,,,,34.5291672,-90.792778,3948,4407
S1957AR107002,107673,4161,4161,107690,S1957AR107002,40A4396,1957,site_obsdate,8/16/1957 0:00,8/16/1957 0:00,,,,,,34.5558319,-90.8294449,3948,4407
S1958AR123001,107679,4162,4162,107696,S1958AR123001,40A4397,1958,site_obsdate,5/7/1958 0:00,5/7/1958 0:00,,,,,,35.0963898,-90.7702789,3948,4415
S1960AR003001,107640,4163,4163,107657,S1960AR003001,40A4398,1960,site_obsdate,5/9/1960 0:00,5/9/1960 0:00,,,,,,33.2991676,-91.5208359,3948,4355
S1960AR041001,107648,4164,4164,107665,S1960AR041001,40A4399,1960,site_obsdate,5/10/1960 0:00,5/10/1960 0:00,,,,,,33.7169456,-91.4477768,3948,4374
S1960AR041002,107649,4165,4165,107666,S1960AR041002,40A4400,1960,site_obsdate,5/10/1960 0:00,5/10/1960 0:00,,,,,,33.8402786,-91.2511139,3948,4374
S1960AR047001,107650,4166,4166,107667,S1960AR047001,40A4401,1960,site_obsdate,5/3/1960 0:00,5/3/1960 0:00,,,,,,35.63092803955078,-93.7915955,3948,4377
S1960AR047002,107651,4167,4167,107668,S1960AR047002,40A4402,1960,site_obsdate,5/3/1960 0:00,5/3/1960 0:00,,,,,,35.6503754,-93.7315903,3948,4377
S1960AR125001,107680,4168,4168,107697,S1960AR125001,40A4403,1960,site_obsdate,5/11/1960 0:00,5/11/1960 0:00,,,,,,34.4953995,-92.3487701,3948,4416
S1960AR125002,107681,4169,4169,107698,S1960AR125002,40A4404,1960,site_obsdate,5/11/1960 0:00,5/11/1960 0:00,,,,,,34.4736099,-92.5327759,3948,4416
S1957AR105001,107670,4170,4170,107687,S1957AR105001,40A4405,1957,site_obsdate,9/6/1957 0:00,9/6/1957 0:00,,,,,,35.059165954589844,-92.7419434,3948,4406
S1958AR105001,107671,4171,4171,107688,S1958AR105001,40A4406,1958,site_obsdate,6/10/1958 0:00,6/10/1958 0:00,,,,,,34.9902763,-92.6561127,3948,4406
S1957AR131001,107682,4172,4172,107699,S1957AR131001,40A4407,1957,site_obsdate,8/12/1957 0:00,8/12/1957 0:00,,,,,,35.0797234,-94.3605576,3948,4419
S1957AR131002,107683,4173,4173,107700,S1957AR131002,40A4408,1957,site_obsdate,8/12/1957 0:00,8/12/1957 0:00,,,,,,35.3038902,-94.3952789,3948,4419
S1992AR107004,325114,19653,19653,324251,S1992AR107004,92P1030,1992,site_obsdate,5/29/1992 0:00,5/29/1992 0:00,,,,,,34.6366653,-90.6347198,3948,4407
S1992AR107004A,327217,19654,19654,324251,S1992AR107004,92P1031,1992,site_obsdate,5/29/1992 0:00,5/29/1992 0:00,,,,,,34.6366653,-90.6347198,3948,4407
S1992AR107004B,327423,19655,19655,324251,S1992AR107004,92P1032,1992,site_obsdate,5/29/1992 0:00,5/29/1992 0:00,,,,,,34.6366653,-90.6347198,3948,4407
S1992AR107004C,328903,19656,19656,324251,S1992AR107004,92P1033,1992,site_obsdate,5/29/1992 0:00,5/29/1992 0:00,,,,,,34.6366653,-90.6347198,3948,4407
S1992AR107004D,328910,19657,19657,324251,S1992AR107004,92P1034,1992,site_obsdate,5/29/1992 0:00,5/29/1992 0:00,,,,,,34.6366653,-90.6347198,3948,4407
93AR077001,107652,20935,20935,107669,S1993AR077001,94P0373,1993,site_obsdate,9/28/1993 0:00,9/28/1993 0:00,,,,,,34.7306747,-90.8876114,3948,4392
93AR077002,107653,20936,20936,107670,S1993AR077002,94P0374,1993,site_obsdate,9/29/1993 0:00,9/29/1993 0:00,,,,,,34.7320633,-90.8637238,3948,4392
93AR077003,107654,20937,20937,107671,S1993AR077003,94P0375,1993,site_obsdate,9/30/1993 0:00,9/30/1993 0:00,,,,,,34.7342873,-91.01651000976562,3948,4392
93AR077004,107655,20938,20938,107672,S1993AR077004,94P0376,1993,site_obsdate,10/12/1993 0:00,10/12/1993 0:00,,,,,,34.7167854,-90.8467789,3948,4392
93AR095001,107666,20939,20939,107683,S1993AR095001,94P0377,1993,site_obsdate,10/1/1993 0:00,10/1/1993 0:00,,,,,,34.7367859,-91.1062317,3948,4401
93AR077005,107656,20940,20940,107673,S1993AR077005,94P0378,1993,site_obsdate,10/13/1993 0:00,10/13/1993 0:00,,,,,,34.7331734,-90.7612228,3948,4392
94AR077001,107658,21675,21675,107675,S1994AR077001,95P0272,1994,site_obsdate,9/27/1994 0:00,9/27/1994 0:00,,,,,,34.7301178,-90.767333984375,3948,4392
94AR077002,107659,21676,21676,107676,S1994AR077002,95P0273,1994,site_obsdate,9/29/1994 0:00,9/29/1994 0:00,,,,,,34.7326202,-90.8217773,3948,4392
94AR077003,107660,21677,21677,107677,S1994AR077003,95P0274,1994,site_obsdate,9/30/1994 0:00,9/30/1994 0:00,,,,,,34.7303963,-90.8106689,3948,4392
94AR077004,107661,21678,21678,107678,S1994AR077004,95P0275,1994,site_obsdate,10/1/1994 0:00,10/1/1994 0:00,,,,,,34.7301178,-90.7787247,3948,4392
94AR077005,107662,21679,21679,107679,S1994AR077005,95P0276,1994,site_obsdate,10/3/1994 0:00,10/3/1994 0:00,,,,,,34.7292862,-90.7439957,3948,4392
94AR095001,107667,21680,21680,107684,S1994AR095001,95P0277,1994,site_obsdate,10/4/1994 0:00,10/4/1994 0:00,,,,,,34.7637291,-91.1520691,3948,4401
94AR095002,107668,21681,21681,107685,S1994AR095002,95P0278,1994,site_obsdate,10/5/1994 0:00,10/5/1994 0:00,,,,,,34.7359505,-91.1417923,3948,4401
94AR095003,107669,21682,21682,107686,S1994AR095003,95P0279,1994,site_obsdate,10/5/1994 0:00,10/5/1994 0:00,,,,,,34.7356758,-91.1120682,3948,4401
94AR077006,107663,21683,21683,107680,S1994AR077006,95P0280,1994,site_obsdate,10/6/1994 0:00,10/6/1994 0:00,,,,,,34.7320633,-90.7951126,3948,4392
96AR139001,107684,22709,22709,107701,S1996AR139001,96P0246,1996,site_obsdate,6/18/1996 0:00,6/18/1996 0:00,,,,,,33.3543167,-92.6862793,3948,4423
96AR017004,107644,23008,23008,107661,S1996AR017004,97P0148,1996,site_obsdate,10/1/1996 0:00,10/1/1996 0:00,,,,,,33.0518341,-91.3088608,3948,4362
96AR017001,107641,23009,23009,107658,S1996AR017001,97P0149,1996,site_obsdate,10/2/1996 0:00,10/2/1996 0:00,,,,,,33.0555573,-91.2805023,3948,4362
