upedonid,peiid,pedon_key,site_key,usiteid,Yearlabel,year_source,previousYear,transitionYear,transitionPeriod,years_between_sampling_and_development,time_since_development_2025,development_age_class,transition,transitionName,state_name,county_name,region_group,lcms_study_area,lcms_version,samp_classdate,site_obsdate,TAXORDER,TAXSUBORDER,GREATGROUP,SUBGROUP,PARTICLESIZE,latitude,longitude,state_key,county_key,source_file
S1991MA023003A,1111409,18212,18212,"S1991MA023003A",1991,site_obsdate,2004,2005,2004-2005,14,20,"Older development, 16-30 years",2,Forest to Developed,Massachusetts,Plymouth,CONUS East 2,CONUS,v2025-11,6/1/1991 0:00,6/1/1991 0:00,inceptisols,aquepts,haplaquepts,aeric haplaquepts,,41.6727791,-70.8102798,3970,5455,US_NCSS_changed_pedons_2004_to_2005.csv
S2001MI077001,158458,30320,30204,"S2001MI077001",2001,site_obsdate,2004,2005,2004-2005,4,20,"Older development, 16-30 years",3,Rangeland or Pasture to Developed,Michigan,Kalamazoo,CONUS Central 2,CONUS,v2025-11,10/24/2001 0:00,10/24/2001 0:00,mollisols,udolls,argiudolls,typic argiudolls,fine-loamy,42.1281111,-85.68174744,3974,5569,US_NCSS_changed_pedons_2004_to_2005.csv
S1975MN145001 (2265),582803,55674,54873,"S1975MN145001 (2265)",1975,site_obsdate,2004,2005,2004-2005,30,20,"Older development, 16-30 years",3,Rangeland or Pasture to Developed,Minnesota,Stearns,CONUS Central 2,CONUS,v2025-11,5/5/1975 0:00,5/5/1975 0:00,mollisols,udolls,argiudolls,typic argiudolls,coarse-loamy,45.5712509,-94.3134232,3975,5686,US_NCSS_changed_pedons_2004_to_2005.csv
81MN153006,120737,9023,9023,"S1981MN153006",1981,site_obsdate,2004,2005,2004-2005,24,20,"Older development, 16-30 years",1,Agriculture to Developed,Minnesota,Todd,CONUS Central 2,CONUS,v2025-11,1/1/1981 0:00,1/1/1981 0:00,alfisols,udalfs,hapludalfs,mollic hapludalfs,coarse-loamy,45.9404984,-94.7624969,3975,5690,US_NCSS_changed_pedons_2004_to_2005.csv
S1981MN153006 (3513),583429,56246,55445,"S1981MN153006",1981,site_obsdate,2004,2005,2004-2005,24,20,"Older development, 16-30 years",1,Agriculture to Developed,Minnesota,Todd,CONUS Central 2,CONUS,v2025-11,10/1/1981 0:00,10/1/1981 0:00,alfisols,udalfs,hapludalfs,mollic hapludalfs,coarse-loamy,45.9404984,-94.7624969,3975,5690,US_NCSS_changed_pedons_2004_to_2005.csv
99MS143001,109155,24682,24682,"S1999MS143001",1999,site_obsdate,2004,2005,2004-2005,6,20,"Older development, 16-30 years",1,Agriculture to Developed,Mississippi,Tunica,CONUS Central 2,CONUS,v2025-11,8/9/1999 0:00,8/9/1999 0:00,,,,,,34.6845016,-90.4113083,3978,5891,US_NCSS_changed_pedons_2004_to_2005.csv
1995MO051037,90729,43180,42466,"1995MO051037",1995,site_obsdate,2004,2005,2004-2005,10,20,"Older development, 16-30 years",2,Forest to Developed,Missouri,Cole,CONUS Central 2,CONUS,v2025-11,,1/4/1995 0:00,inceptisols,cryepts,eutrochrepts,dystric fluventic eutrochrepts,,38.4625493,-92.3873902,3976,5726,US_NCSS_changed_pedons_2004_to_2005.csv
1995MO091086,88982,49043,48329,"1995MO091086",1995,site_obsdate,2004,2005,2004-2005,10,20,"Older development, 16-30 years",3,Rangeland or Pasture to Developed,Missouri,Howell,CONUS Central 2,CONUS,v2025-11,8/23/1995 0:00,8/23/1995 0:00,ultisols,udults,paleudults,typic paleudults,very-fine,36.89884949,-91.9200889,3976,5746,US_NCSS_changed_pedons_2004_to_2005.csv
1995MO091112,89008,49039,48325,"1995MO091112",1995,site_obsdate,2004,2005,2004-2005,10,20,"Older development, 16-30 years",3,Rangeland or Pasture to Developed,Missouri,Howell,CONUS Central 2,CONUS,v2025-11,8/31/1995 0:00,8/31/1995 0:00,ultisols,udults,hapludults,typic hapludults,fine,37.04682541,-92.0121972,3976,5746,US_NCSS_changed_pedons_2004_to_2005.csv
1991MO167121,92740,48470,47756,"1991MO167121",1990,site_obsdate,2004,2005,2004-2005,15,20,"Older development, 16-30 years",1,Agriculture to Developed,Missouri,Polk,CONUS Central 2,CONUS,v2025-11,10/31/1990 0:00,10/31/1990 0:00,alfisols,aqualfs,albaqualfs,vertic albaqualfs,fine,37.5597222,-93.3922222,3976,5784,US_NCSS_changed_pedons_2004_to_2005.csv
1999MO203097M,1367638,47109,46395,"1999MO203097M",1999,site_obsdate,2004,2005,2004-2005,6,20,"Older development, 16-30 years",2,Forest to Developed,Missouri,Shannon,CONUS Central 2,CONUS,v2025-11,7/21/1999 0:00,7/21/1999 0:00,mollisols,udolls,hapludolls,lithic hapludolls,sandy or sandy-skeletal,37.3161306,-91.4084083,3976,5801,US_NCSS_changed_pedons_2004_to_2005.csv
2004MO219054,696961,46009,45295,"2004MO219054",2004,site_obsdate,2004,2005,2004-2005,1,20,"Older development, 16-30 years",1,Agriculture to Developed,Missouri,Warren,CONUS Central 2,CONUS,v2025-11,5/18/2004 0:00,5/18/2004 0:00,mollisols,albolls,argialbolls,typic argialbolls,,38.8693944,-91.2152111,3976,5809,US_NCSS_changed_pedons_2004_to_2005.csv
1969NV001001,253221,5631,5631,"1969NV001001",1969,site_obsdate,2004,2005,2004-2005,36,20,"Older development, 16-30 years",3,Rangeland or Pasture to Developed,Nevada,Churchill,CONUS West 1,CONUS,v2025-11,9/16/1969 0:00,9/16/1969 0:00,entisols,psamments,torripsamments,typic torripsamments,,39.5053889,-118.9869444,3987,6269,US_NCSS_changed_pedons_2004_to_2005.csv
80NV003005,956344,7816,7816,"80NV003005",1980,site_obsdate,2004,2005,2004-2005,25,20,"Older development, 16-30 years",3,Rangeland or Pasture to Developed,Nevada,Clark,CONUS West 1,CONUS,v2025-11,6/3/1980 0:00,6/1/1980 0:00,aridisols,orthids,paleorthids,typic paleorthids,loamy,36.2658333,-115.2047222,3987,6270,US_NCSS_changed_pedons_2004_to_2005.csv
S1980NV003009,110468,7820,7820,"S1980NV003009",1980,site_obsdate,2004,2005,2004-2005,25,20,"Older development, 16-30 years",3,Rangeland or Pasture to Developed,Nevada,Clark,CONUS West 1,CONUS,v2025-11,6/3/1980 0:00,4/1/1980 0:00,aridisols,orthids,gypsiorthids,cambic gypsiorthids,fine-silty,36.1599998,-115.1572189,3987,6270,US_NCSS_changed_pedons_2004_to_2005.csv
92NJ015003,104206,19108,19108,"S1992NJ015003",1992,site_obsdate,2004,2005,2004-2005,13,20,"Older development, 16-30 years",1,Agriculture to Developed,New Jersey,Gloucester,CONUS East 1,CONUS,v2025-11,2/20/1992 0:00,2/20/1992 0:00,ultisols,udults,hapludults,typic hapludults,,39.75333405,-75.2444458,3984,6222,US_NCSS_changed_pedons_2004_to_2005.csv
