upedonid,peiid,pedon_key,site_key,usiteid,Yearlabel,year_source,baseline_year,baseline_land_use,baseline_developed,sampled_before_1985,region_group,lcms_version,samp_classdate,site_obsdate,TAXORDER,TAXSUBORDER,GREATGROUP,SUBGROUP,PARTICLESIZE,latitude,longitude,state_key,county_key
S1957AR107002,107673,4161,4161,S1957AR107002,1957,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,8/16/1957 0:00,8/16/1957 0:00,,,,,,34.5558319,-90.8294449,3948,4407
93AR095001,107666,20939,20939,S1993AR095001,1993,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,10/1/1993 0:00,10/1/1993 0:00,,,,,,34.7367859,-91.1062317,3948,4401
96AR139001,107684,22709,22709,S1996AR139001,1996,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,6/18/1996 0:00,6/18/1996 0:00,,,,,,33.3543167,-92.6862793,3948,4423
97AR043005,109299,23724,23724,S1997AR043005,1997,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,10/6/1997 0:00,10/6/1997 0:00,,,,,,33.4069443,-91.6777802,3948,4375
55-CA-52-004,533341,52533,51807,S1955-CA-52-004,2009,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,2/23/2009 0:00,2/23/2009 0:00,,,,pachic ultic argixerolls,,40.3574982,-121.7981644,3951,4500
72-CA-53-008x,533418,52970,52244,S1972-CA-53-008x,2009,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,2/27/2009 0:00,2/27/2009 0:00,,,,pachic ultic argixerolls,,40.6379852,-122.9470978,3951,4501
S1971FL099001,109843,4016,4016,S1971FL099001,1971,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,7/14/1971 0:00,7/14/1971 0:00,,,,,,26.632087,-80.1420225,3957,4631
S1960FL121031,100626,4791,4791,S1960FL121031,1960,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,2/25/1960 0:00,2/25/1960 0:00,,,,,,30.2682877,-82.9918213,3957,4642
S1953FL115003,100596,4821,4821,S1953FL115003,1953,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,5/1/1953 0:00,5/1/1953 0:00,,,,,,26.9836693,-82.3651428,3957,4639
S1953FL033012,100570,4826,4826,S1953FL033012,1953,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,5/26/1953 0:00,5/26/1953 0:00,,,,,,30.7329979,-87.3513947,3957,4598
S1953FL033015,100573,4829,4829,S1953FL033015,1953,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,5/26/1953 0:00,5/26/1953 0:00,,,,,,30.325510025024414,-87.3747253,3957,4598
S1953FL115004,100597,4831,4831,S1953FL115004,1953,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,5/1/1953 0:00,5/1/1953 0:00,,,,,,27.1858845,-82.4862595,3957,4639
S1953FL033014,100572,4848,4848,S1953FL033014,1953,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,5/26/1953 0:00,5/26/1953 0:00,,,,,,30.7329979,-87.3513947,3957,4598
S1962GA225007,100938,4878,4878,S1962GA225007,1962,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,4/4/1962 0:00,4/4/1962 0:00,,,,,,32.5540581,-83.8760147,3960,4763
S1962GA225009,100940,4879,4879,S1962GA225009,1962,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,4/4/1962 0:00,4/4/1962 0:00,,,,,,32.5640602,-83.8993454,3960,4763
S1962GA225023,100948,4881,4881,S1962GA225023,1962,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,7/18/1962 0:00,7/18/1962 0:00,,,,,,32.5735016,-83.8940735,3960,4763
S1956GA277005,100960,4901,4901,S1956GA277005,1956,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,2/1/1956 0:00,2/1/1956 0:00,,,,,,31.3465919,-83.587677,3960,4789
99GA299010,111388,25128,25128,S1999GA299010,1999,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,11/29/1999 0:00,11/29/1999 0:00,,,,,,31.39638900756836,-82.4388885,3960,4800
S1972IA045006,845321,70699,68727,S1972IA045006,2013,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,2/15/2013 0:00,,,,,,41.9966426,-90.1842231,3963,4840
S1987IA097006,950928,70897,68925,S1987IA097006,1987,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,9/9/1987 0:00,9/9/1987 0:00,,,,,,42.1976516,-90.7372049,3963,4866
S1959IA191039,1071500,71158,69182,S1959IA191039,2014,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,7/21/2014 0:00,7/21/2014 0:00,,,,,,43.1112415,-91.9241384,3963,4913
S1959IA191040,1071501,71159,69183,S1959IA191040,2014,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,7/21/2014 0:00,7/21/2014 0:00,,,,,,43.2331312,-91.6128696,3963,4913
S1962IA065003,1071544,71180,69204,S1962IA065003,2014,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,7/28/2014 0:00,,,,,,43.0581688,-92.0628529,3963,4850
S1962IA065027,1071565,71202,69226,S1962IA065027,2014,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,8/4/2014 0:00,8/4/2014 0:00,,,,,,42.9222601,-91.9433735,3963,4850
S1962IA065041,1071577,71216,69240,S1962IA065041,2014,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,8/5/2014 0:00,8/5/2014 0:00,,,,,,43.0518459,-91.7670132,3963,4850
S1966IA065111,1095229,71268,69292,S1966IA065111,2014,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,8/12/2014 0:00,12/2/2014 0:00,,,,,,42.956180572509766,-91.80909729003906,3963,4850
S1988IA097014,836498,71345,69366,S1988IA097014,2013,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,2/5/2013 0:00,,,,,,42.3761249,-90.5595932006836,3963,4866
S1968ID017001,101387,5508,5508,S1968ID017001,1968,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,9/9/1968 0:00,9/9/1968 0:00,,,,,,48.1668053,-117.0141296,3964,4925
76ID049002,346575,50152,49438,76-ALF-002,1976,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,7/26/1976 0:00,7/26/1976 0:00,,,,,,46.3185539,-115.583252,3964,4941
76ID049008,346582,50159,49445,76-ALF-009,1976,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,8/10/1976 0:00,8/10/1976 0:00,,,,,,46.6148605,-114.4626083,3964,4941
76ID049010,346584,50161,49447,76-ALF-011,1976,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,8/10/1976 0:00,8/10/1976 0:00,,,,,,46.6145821,-114.3944168,3964,4941
78ID079003,1119552,72559,133299,78-ALF-068,1978,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,,9/16/1978 0:00,,,,,,47.25590133666992,-115.92040252685547,3964,4956
78ID079004,1119553,72560,133300,78-ALF-069,1978,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,,9/16/1978 0:00,,,,,,47.25590133666992,-115.92040252685547,3964,4956
93ID057001,1181306,72580,133320,93-ALF-002,1993,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,9/12/1993 0:00,,,,,,46.74599838256836,-116.87580108642578,3964,4945
93ID057002,1181307,72581,133321,93-ALF-003,1993,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,9/12/1993 0:00,,,,,,46.74039840698242,-116.77429962158203,3964,4945
93ID057003,1181308,72582,133322,93-ALF-004,1993,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,9/12/1993 0:00,,,,,,46.81039810180664,-116.58660125732422,3964,4945
59ID057006,1203126,73106,133839,59-ALF-006,1959,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,,10/8/1959 0:00,,,,,,46.72779846191406,-117.01920318603516,3964,4945
76ID057005,1203162,73116,133849,76-ALF-051,1976,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,,9/29/1976 0:00,,,,,,46.69969940185547,-116.78610229492188,3964,4945
77ID057012,1203146,73125,133858,77-ALF-056,1977,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,7/1/1977 0:00,7/3/1977 0:00,,,,,,46.74769973754883,-117.0009994506836,3964,4945
90ID023002,1257189,73565,134298,90-ALF-002,1990,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,11/15/1990 0:00,,,,,,43.49869918823242,-113.04740142822266,3964,4928
92ID023001,1260925,73566,134299,92-ALF-004,1992,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,6/19/1992 0:00,,,,,,43.49869918823242,-113.04740142822266,3964,4928
92ID023004,1257190,73567,134300,92-ALF-007,1992,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,6/21/1992 0:00,,,,,,43.4989013671875,-113.0374984741211,3964,4928
92ID023007,1257393,73570,134303,92-ALF-010,1992,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,6/22/1992 0:00,,,,,,43.49879837036133,-113.0425033569336,3964,4928
96ID057002,1257458,73585,134318,96-ALF-006,1996,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,6/20/1996 0:00,,,,,,46.7661018371582,-116.7759017944336,3964,4945
S1955IN043002,101964,5031,5031,S1955IN043002,1955,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,8/1/1955 0:00,8/1/1955 0:00,,,,,,38.3300552,-85.8205109,3966,5084
S2002IN125001,139394,29926,29824,S2002IN125001,2002,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,12/10/2002 0:00,,,,,,38.4536095,-87.3144455,3966,5125
S2002IN125002,139408,29927,29825,S2002IN125002,2002,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,12/10/2002 0:00,,,,,,38.4569435,-87.2758331,3966,5125
S2002IN173001,139419,29928,29826,S2002IN173001,2002,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,12/10/2002 0:00,,,,,,38.2327766,-87.3125,3966,5149
1970IN005001,309073,37747,37132,1970IN005001,1970,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,12/1/1970 0:00,12/1/1970 0:00,,,,,,39.1342917,-85.9816806,3966,5065
1969IN065001,312792,37778,37163,1969IN065001,1969,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,7/10/1969 0:00,7/10/1969 0:00,,,,,,39.8757167,-85.3201917,3966,5095
1971IN097001,312796,37782,37167,1971IN097001,1971,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,6/28/1971 0:00,6/28/1971 0:00,,,,,,39.8616722,-86.3276528,3966,5111
1971IN097002,312797,37783,37168,1971IN097002,1971,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,10/19/1971 0:00,10/19/1971 0:00,,,,,,39.838199615478516,-85.9863667,3966,5111
1970IN141004,312811,37797,37182,1970IN141004,1971,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,3/1/1971 0:00,3/1/1971 0:00,,,,,,41.6798083,-86.09420013427734,3966,5133
1972IN097002,312829,37815,37200,1972IN097002,1972,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,7/27/1972 0:00,7/27/1972 0:00,,,,,,39.8649139,-86.1773306,3966,5111
1968IN113001,312899,37839,37224,1968IN113001,1968,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,8/12/1968 0:00,8/12/1968 0:00,,,,,,41.4613111,-85.2438139,3966,5119
1972IN085002,312935,37875,37260,1972IN085002,1972,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,10/2/1972 0:00,10/2/1972 0:00,,,,,,41.264801025390625,-85.765625,3966,5105
1970IN005002,312940,37880,37265,1970IN005002,1970,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,12/2/1970 0:00,12/2/1970 0:00,,,,,,39.1992722,-85.9704056,3966,5065
1972IN087005,312948,37888,37273,1972IN087005,1973,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,1/23/1973 0:00,1/23/1973 0:00,,,,,,41.7291556,-85.2917944,3966,5106
1972IN087006,312949,37889,37274,1972IN087006,1973,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,1/26/1973 0:00,1/26/1973 0:00,,,,,,41.72169876098633,-85.3374333,3966,5106
1973IN081007,312953,37893,37278,1973IN081007,1973,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,12/12/1973 0:00,12/12/1973 0:00,,,,,,39.4885222,-86.04515075683594,3966,5103
1976IN017001,313019,37914,37299,1976IN017001,1976,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,7/16/1976 0:00,7/16/1976 0:00,,,,,,40.7764583,-86.2788472,3966,5071
1976IN017002,313020,37915,37300,1976IN017002,1976,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,8/4/1976 0:00,8/4/1976 0:00,,,,,,40.8096111,-86.2685167,3966,5071
1975IN129001,313126,37961,37346,1975IN129001,1975,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,1/6/1975 0:00,1/6/1975 0:00,,,,,,37.9287722,-87.9894944,3966,5127
1975IN169005,313132,37967,37352,1975IN169005,1975,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,7/7/1975 0:00,7/7/1975 0:00,,,,,,40.8102389,-85.8314444,3966,5147
1975IN085001,313140,37975,37360,1975IN085001,1975,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,10/28/1975 0:00,10/28/1975 0:00,,,,,,41.4217528,-85.7678306,3966,5105
1975IN085002,313141,37976,37361,1975IN085002,1975,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,10/28/1975 0:00,10/28/1975 0:00,,,,,,41.2925944,-85.6884917,3966,5105
1975IN085003,313142,37977,37362,1975IN085003,1975,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,11/4/1975 0:00,11/4/1975 0:00,,,,,,41.3707778,-85.8011694,3966,5105
1976IN133098,313167,38002,37387,1976IN133098,1976,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,6/24/1976 0:00,6/24/1976 0:00,,,,,,39.4998944,-86.7705917,3966,5129
1975IN083010,313178,38013,37398,1975IN083010,1975,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,8/7/1975 0:00,8/7/1975 0:00,,,,,,38.8571472,-87.4369111,3966,5104
1975IN023002,313189,38024,37409,1975IN023002,1975,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,8/6/1975 0:00,8/6/1975 0:00,,,,,,40.31570053100586,-86.54534912109375,3966,5074
1975IN057003,313201,38036,37421,1975IN057003,1975,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,8/22/1975 0:00,8/22/1975 0:00,,,,,,40.0671528,-85.8766417,3966,5091
1975IN083005,313204,38039,37424,1975IN083005,1975,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,11/19/1975 0:00,11/19/1975 0:00,,,,,,38.8174778,-87.217675,3966,5104
1976IN031001,313208,38043,37428,1976IN031001,1976,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,3/18/1976 0:00,3/18/1976 0:00,,,,,,39.4456722,-85.6121222,3966,5078
1974IN091006,313304,38085,37470,1974IN091006,1974,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,9/24/1974 0:00,9/24/1974 0:00,,,,,,41.6848222,-86.7922278,3966,5108
1975IN129004,313334,38115,37500,1975IN129004,1975,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,7/9/1975 0:00,7/9/1975 0:00,,,,,,37.9071111,-88.0037694,3966,5127
1976IN129005,313342,38123,37508,1976IN129005,1976,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,9/15/1976 0:00,9/15/1976 0:00,,,,,,38.2076917,-87.9141306,3966,5127
1984IN035004,314013,39256,38641,1984IN035004,1984,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,12/8/1984 0:00,12/8/1984 0:00,,,,,,40.3501056,-85.4438778,3966,5080
S1960KY049004,102273,4629,4629,S1960KY049004,1960,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,11/8/1960 0:00,11/8/1960 0:00,,,,,,37.8849983,-84.0558319,3968,5284
S1970MD033001,110120,1246,1246,S1970MD033001,1970,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,5/14/1970 0:00,5/14/1970 0:00,,,,,,39.000479,-76.9035353,3971,5473
03MD510006,155229,31197,31078,Landfill-Armistead Low 3,2003,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,7/23/2003 0:00,7/21/2003 0:00,,,,,,39.3062515,-76.5448303,3971,5481
03MD005011,155231,31198,31079,MM 1222 63rd St.,2003,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,7/24/2003 0:00,7/22/2003 0:00,,,,,,39.3090286,-76.5291138,3971,5460
03MD005013,155242,31200,31081,MM 1206 63rd St.,2003,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,7/24/2003 0:00,7/22/2003 0:00,,,,,,39.3079719543457,-76.528389,3971,5481
03MD005014,155244,31201,31082,S2003MD005014,2003,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,7/24/2003 0:00,7/22/2003 0:00,,,,,,39.3136845,-76.5314326,3971,5460
03MD510015,155246,31202,31083,AG 1014 Quantril,2003,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,7/25/2003 0:00,7/22/2003 0:00,,,,,,39.3038902,-76.5496368,3971,5481
03MD510016,155368,31203,31084,1013 Rodman,2003,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,7/25/2003 0:00,7/22/2003 0:00,,,,,,39.3043594,-76.54755401611328,3971,5481
03MD510017,155361,31204,31085,AG 1155 Frailey,2003,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,7/22/2003 0:00,,,,,,39.3071098,-76.5505524,3971,5481
03MD510018,155374,31205,31086,AG 1160 Quantrill,2003,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,7/25/2003 0:00,7/22/2003 0:00,,,,,,39.3065262,-76.5513916,3971,5481
03MD510019,155381,31206,31087,OV 1021 Iris,2003,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,7/25/2003 0:00,7/22/2003 0:00,,,,,,39.3039703,-76.5623093,3971,5481
03MD510020,155386,31207,31088,OV 1024 Iris,2003,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,7/26/2003 0:00,7/22/2003 0:00,,,,,,39.3038063,-76.5630035,3971,5481
03MD510021,155393,31208,31089,OC 916 Iris,2003,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,7/26/2003 0:00,7/22/2003 0:00,,,,,,39.3027763,-76.5630798,3971,5481
03MD510022,155401,31209,31090,OV 4200 Ashland,2003,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,7/26/2003 0:00,7/22/2003 0:00,,,,,,39.3018875,-76.5619736,3971,5481
S04MD-005-001,962227,31257,31138,1225 63rd St,2004,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,9/8/2004 0:00,,,,,,39.30897521972656,-76.5294361,3971,5460
S04MD-005-002,962228,31258,31139,1233 63rd St,2004,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,12/8/2004 0:00,,,,,,39.3091194,-76.529675,3971,5460
S2001ME005001,129330,26887,26883,ME-01-3-005-1U,2001,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,3/18/2001 0:00,3/18/2001 0:00,,,,,,43.6602783,-70.2583313,3972,5484
S2001ME005002,129331,26888,26884,ME-01-3-005-2U,2001,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,3/18/2001 0:00,3/18/2001 0:00,,,,,,43.6608315,-70.2547226,3972,5484
S2002ME005005,1111406,27323,27298,ME-01-11-005-5U,2001,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,11/20/2001 0:00,11/20/2001 0:00,,,,,,43.6575012,-70.2647247,3972,5484
S2002ME005006,129338,27324,27299,ME-01-11-005-6U,2001,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,11/20/2001 0:00,11/20/2001 0:00,,,,,,43.6588898,-70.2600021,3972,5484
S2002ME005007,129339,27325,27300,ME-01-11-005-7U,2001,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,11/20/2001 0:00,11/20/2001 0:00,,,,,,43.6588898,-70.2600021,3972,5484
S1970MN1095022,1185783,72691,133424,S1970MN1095022,2016,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,6/27/2016 0:00,6/29/2016 0:00,,,,,,44.0612774,-92.4533099,3975,5668
S1979MN1373212,780538,72792,133525,S1979MN1373212,1979,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,10/10/1979 0:00,10/12/1979 0:00,,,,,,47.0059166,-92.0139389,3975,5682
S1988MN1314475,1185784,72819,133552,S1988MN1314475,1988,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,8/3/1988 0:00,8/5/1988 0:00,,,,,,44.417138,-93.1205308,3975,5679
S1988MN1314476,1185785,72820,133553,S1988MN1314476,1988,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,8/3/1988 0:00,7/11/1988 0:00,,,,,,44.4353509,-93.1411812,3975,5679
S1988MN1314482,1185788,72825,133558,S1988MN1314482,1988,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,8/3/1988 0:00,6/8/1988 0:00,,,,,,44.3234682,-93.2173268,3975,5679
S1988MN1314485,1185789,72828,133561,S1988MN1314485,1988,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,8/3/1988 0:00,6/8/1988 0:00,,,,,,44.2166811,-93.0915392,3975,5679
S1973MO187001,110191,2522,2522,S1973MO187001,1973,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,6/1/1973 0:00,6/1/1973 0:00,,,,,,37.7086754,-90.5439987,3976,5794
S1944MO183001,102963,4176,4176,S1944MO183001,1944,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,10/11/1944 0:00,10/11/1944 0:00,,,,,,38.7647705,-90.6717834,3976,5792
1999MO051165,92141,43504,42790,1999MO051165,1999,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,8/1/1999 0:00,,udalfs,,oxyaquic fragiudalfs,,38.4943679,-92.090883,3976,5726
1999MO051167,92143,43505,42791,1999MO051167,1999,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,11/14/1999 0:00,,psamments,,typic udipsamments,,38.4884176,-92.242539,3976,5726
1990MO155001,408212,44727,44013,1990MO155001,2010,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,12/6/2010 0:00,,,,,,38.96722412,-92.34500122,3976,5778
1990MO069003,408213,44817,44103,1990MO069003,2010,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,12/6/2010 0:00,,,,,,38.96722412,-92.34500122,3976,5735
1990MO069002,408214,44818,44104,1990MO069002,2010,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,12/6/2010 0:00,,,,,,38.96722412,-92.34500122,3976,5735
1990MO069001,408210,44819,44105,1990MO069001,2010,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,12/6/2010 0:00,,,,,,38.96722412,-92.34500122,3976,5735
1986MO007001,697755,45682,44968,1986MO007001,1986,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,12/3/1986 0:00,12/3/1986 0:00,,,,,,39.1503667,-91.4231194,3976,5704
1988MO045010,696724,45775,45061,1988MO045010,2006,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,11/9/2006 0:00,11/9/2006 0:00,,,,,,40.3280083,-91.8359611,3976,5723
1988MO045008,696723,45777,45063,1988MO045008,1988,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,3/22/1988 0:00,3/22/1988 0:00,,,,,,40.3280083,-91.8359611,3976,5723
2004MO219051,696958,46059,45345,2004MO219051,2004,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,2/24/2004 0:00,,,,,,38.775299072265625,-91.0091111,3976,5727
1994MO019104,90578,48747,48033,1994MO019104,1994,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,7/25/1994 0:00,7/25/1994 0:00,,,,,,38.9672644,-92.3451678,3976,5710
1990MO099004,88179,49256,48542,1990MO099004,1990,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,8/16/1990 0:00,Alfisols,Aqualfs,,,,38.9672644,-92.3451678,3976,5750
2000MO163002,44135,49948,49234,2000MO163002,2000,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,5/15/2000 0:00,5/15/2000 0:00,,,,,,38.9672222,-92.34500122070312,3976,5782
2000MO163001,44134,49949,49235,2000MO163001,2000,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,5/15/2000 0:00,5/15/2000 0:00,,,,,,38.9672222,-92.34500122070312,3976,5782
1987MO001001,35478,50133,49419,1987MO001001,1987,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,9/11/1987 0:00,9/11/1987 0:00,,,,,,38.9672644,-92.3451678,3976,5701
1986MO159002,610420,54473,53672,1986MO159002,2011,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,11/9/2011 0:00,11/9/2011 0:00,,,,,,38.3849278,-93.7720083,3976,5780
1991-MO057-035,,54483,53682,1991-MO057-035,2011,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,,11/11/2011 0:00,,,,,,38.96722412,-92.34500122,3976,5729
1991MO159003,610435,54487,53686,1991MO159003,2011,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,11/9/2011 0:00,11/9/2011 0:00,,,,,,38.3849278,-93.7720083,3976,5780
S1965MS081002,110204,3755,3755,S1965MS081002,1965,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,5/19/1965 0:00,5/19/1965 0:00,,,,,,34.1190224,-88.7919922,3978,5860
S1965MS115001,110214,3759,3759,S1965MS115001,1965,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,5/21/1965 0:00,5/21/1965 0:00,,,,,,34.2751312,-89.1022797,3978,5877
S1945MS137015,103043,4534,4534,S1945MS137015,1945,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,2/1/1945 0:00,2/1/1945 0:00,,,,,,34.6340103,-90.2262039,3978,5888
99MS151012,111242,25175,25175,S1999MS151012,1999,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,9/30/1999 0:00,9/30/1999 0:00,,,,,,33.3277206,-91.0160294,3978,5895
S1965NC101002,103462,218,218,S1965NC101002,1965,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,10/20/1965 0:00,10/20/1965 0:00,,,,,,35.3650017,-78.5477753,3980,6009
S1962NC101004,110230,4030,4030,S1962NC101004,1962,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,2/27/1962 0:00,2/27/1962 0:00,,,,,,35.44917297,-78.56999969,3980,6009
98NC061002,108948,23836,23836,S1998NC061002,1998,site_obsdate,1985,Developed,1,0,CONUS,v2025-11,6/11/1998 0:00,6/11/1998 0:00,,,,,,34.8336105,-77.8255539,3980,5989
1959ND063002,47499,15,15,1959ND063002,1959,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,,8/20/1959 0:00,,,,,,47.8027778,-98.3738889,3981,6090
58ND101003,47469,21,21,58ND101003,1958,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,,8/1/1958 0:00,,,,,,48.6697222,-102.1594444,3981,6109
58ND089018,47463,86,86,58ND089018,1958,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,,7/24/1958 0:00,,,,,,46.9816667,-102.3030556,3981,6103
58ND089002,47448,108,108,58ND089002,1958,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,,7/15/1958 0:00,,,,,,46.8911111,-102.6391667,3981,6103
51ND009003,47288,119,119,51ND009003,1951,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,,9/9/1951 0:00,,,,,,48.8211111,-101.1122222,3981,6063
S1953NE157005,104019,2224,2224,S1953NE157005,1953,site_obsdate,1985,Developed,1,1,CONUS,v2025-11,10/1/1953 0:00,10/1/1953 0:00,,,,,,41.8655548,-103.9147186,3982,6190
